0,1,3,NdValence_min_value,ThermalExpansionCoefficient_min_value,valence_min_value,Material composition,predict_Pt,Solute element,Host element,Scaled activation energy (eV)
-0.63651364152678,0.6259902389923001,0.2794372574509992,-1.6122953527773929,0.3634989731315451,-1.2574629785308742,AlCa,0,Ca,Al,-0.19265
-1.218778211692295,0.6259902389923001,0.2794372574509992,1.0987706763589706,0.8696407719058266,-1.2574629785308742,AlCd,0,Cd,Al,-0.10511
-0.6857083902274135,0.6259902389923001,0.2794372574509992,-1.3411887498637567,-0.6547392338143624,-0.10096418075795353,AlCe,0,Ce,Al,-0.33259
0.09358114773396184,0.6259902389923001,0.2794372574509992,0.2854508676180616,-0.1902797008214923,-0.6792135796444139,AlCo,0,Co,Al,0.7443
0.5542228837485558,0.6259902389923001,0.2794372574509992,-0.2567623382092111,-0.6726030620063957,1.055534617014967,AlCr,0,Cr,Al,0.9101
-0.36508161669629996,0.6259902389923001,0.2794372574509992,1.0987706763589706,0.01813162808556478,-1.2574629785308742,AlCu,0,Cu,Al,-0.07002
0.0958172729476913,0.6259902389923001,0.2794372574509992,-1.6122953527773929,-0.40464563912589385,-0.6792135796444139,AlEr,0,Er,Al,-0.10337
0.1416578338277306,0.6259902389923001,0.2794372574509992,0.014344264704425234,-0.2617350135896261,1.055534617014967,AlFe,0,Fe,Al,0.8777
-1.5444809889984659,0.6259902389923001,0.2794372574509992,1.0987706763589706,0.20867912880058834,-0.6792135796444139,AlGa,0,Ga,Al,-0.07761
-0.5287324198282266,0.6259902389923001,0.2794372574509992,1.0987706763589706,-0.6249661868276399,-0.10096418075795353,AlGe,0,Ge,Al,-0.11104
0.9187112475756122,0.6259902389923001,-0.0073707581223849345,-1.0700821469501203,-0.613056968032951,-0.10096418075795353,AlHf,0,Hf,Al,0.79709
-1.6211688927908632,0.6259902389923001,0.2794372574509992,1.0987706763589706,1.9533796822225236,-1.2574629785308742,AlHg,0,Hg,Al,-0.18024
-1.402665946108025,0.6259902389923001,0.2794372574509992,1.0987706763589706,0.9470506940713049,-0.6792135796444139,AlIn,0,In,Al,-0.16474
1.1792198009670782,0.6259902389923001,0.2794372574509992,0.2854508676180616,-0.5832839210462285,-0.6792135796444139,AlIr,0,Ir,Al,0.9591
-0.5493047691939246,0.6259902389923001,0.2794372574509992,-1.3411887498637567,-0.6547392338143624,-0.6792135796444139,AlLa,0,La,Al,-0.48849
-0.8511816350384425,0.6259902389923001,0.2794372574509992,-1.6122953527773929,0.5123642080651573,-1.2574629785308742,AlMg,0,Mg,Al,-0.01939
-0.1848164053668681,0.6259902389923001,0.2794372574509992,-0.2567623382092111,0.3277713167474781,1.6337840159014274,AlMn,0,Mn,Al,0.6552
1.354755608239654,0.6259902389923001,0.2794372574509992,-0.2567623382092111,-0.6785576714037402,1.055534617014967,AlMo,0,Mo,Al,1.7601
-1.46849746327807,0.6259902389923001,0.2794372574509992,-1.6122953527773929,3.2633937496383107,-1.8357123774173345,AlNa,0,Na,Al,-0.06923
1.1915184886423544,0.6259902389923001,0.2794372574509992,-0.5278689411228475,-0.5296924364701281,0.47728521812850677,AlNb,0,Nb,Al,1.4009
-0.43638045990388763,0.6259902389923001,0.2794372574509992,-1.6122953527773929,-0.553510874059506,-0.6792135796444139,AlNd,0,Nd,Al,-0.3353
0.04885864946078729,0.6259902389923001,0.2794372574509992,0.556557470531698,-0.16646126323211433,-0.6792135796444139,AlNi,0,Ni,Al,0.33349
1.8131612190405184,0.6259902389923001,0.2794372574509992,0.014344264704425234,-0.6606938432117069,2.2120334147878875,AlOs,0,Os,Al,1.54
-1.528392069696062,0.6259902389923001,0.2794372574509992,-1.6122953527773929,6.597975012151224,0.47728521812850677,AlP,0,P,Al,-0.22713
-1.211633793244809,0.6259902389923001,0.2794372574509992,1.0987706763589706,0.7505485839589369,-0.10096418075795353,AlPb,0,Pb,Al,-0.32056
0.16072079932431452,0.6259902389923001,0.2794372574509992,1.0987706763589706,-0.2617350135896261,-0.10096418075795353,AlPd,0,Pd,Al,0.25651
0.39925942584167823,0.6259902389923001,0.2794372574509992,0.8276640734453343,-0.44037329550996074,-0.10096418075795353,AlPt,0,Pt,Al,0.33779
1.9842247758856348,0.6259902389923001,0.2794372574509992,-0.2567623382092111,-0.5951931398409175,1.6337840159014274,AlRe,0,Re,Al,1.9229
0.6179524443379592,0.6259902389923001,0.2794372574509992,0.556557470531698,-0.47610095189402774,1.055534617014967,AlRh,0,Rh,Al,0.8024
1.0316355558654136,0.6259902389923001,0.2794372574509992,0.2854508676180616,-0.5832839210462285,2.2120334147878875,AlRu,0,Ru,Al,1.3302
-1.4489425507945979,0.6259902389923001,0.2794372574509992,-1.6122953527773929,3.203847655664866,1.055534617014967,AlS,0,S,Al,-0.15472
-0.872670795561727,0.6259902389923001,0.2794372574509992,1.0987706763589706,-0.30937188876838206,0.47728521812850677,AlSb,0,Sb,Al,-0.24038
0.1450120216483248,0.6259902389923001,0.2794372574509992,-1.3411887498637567,-0.3689179827418269,-0.6792135796444139,AlSc,0,Sc,Al,0.30159
-1.3308304323690292,0.6259902389923001,0.2794372574509992,1.0987706763589706,1.7151953063287437,1.055534617014967,AlSe,0,Se,Al,-0.44259
0.003018088580747999,0.6259902389923001,0.2794372574509992,-1.6122953527773929,-0.809559078145319,-0.10096418075795353,AlSi,0,Si,Al,-0.15373
-1.318442300605421,0.6259902389923001,0.2794372574509992,1.0987706763589706,0.3456351449395116,-0.10096418075795353,AlSn,0,Sn,Al,-0.1955
1.795272219331154,0.6259902389923001,0.2794372574509992,-0.7989755440364839,-0.5892385304435729,0.47728521812850677,AlTa,0,Ta,Al,1.5159
0.8337384994562504,0.6259902389923001,0.2794372574509992,-0.2567623382092111,-0.48801017068871666,1.6337840159014274,AlTc,0,Tc,Al,1.7083
-1.0751742690309651,0.6259902389923001,0.2794372574509992,1.0987706763589706,0.15508764422448804,1.055534617014967,AlTe,0,Te,Al,-0.36132
0.2870059547159016,0.6259902389923001,0.2794372574509992,-1.0700821469501203,-0.4522825143046498,-0.10096418075795353,AlTi,0,Ti,Al,0.94129
-1.2380312480020859,0.6259902389923001,0.2794372574509992,1.0987706763589706,0.816049287329726,-0.6792135796444139,AlTl,0,Tl,Al,-0.27676
0.5575770705689141,0.6259902389923001,0.2794372574509992,-0.7989755440364839,-0.4641917330993387,0.47728521812850677,AlV,0,V,Al,1.3412
2.2480875180979307,0.6259902389923001,0.2794372574509992,-0.5278689411228475,-0.6964214995957737,1.055534617014967,AlW,0,W,Al,1.9362
0.12824108454582542,0.6259902389923001,0.2794372574509992,-1.3411887498637567,-0.29150806057634854,-0.6792135796444139,AlY,0,Y,Al,-0.14998
-1.1086937819638218,0.6259902389923001,0.2794372574509992,1.0987706763589706,0.8339131155217596,-1.2574629785308742,AlZn,0,Zn,Al,-0.08491
0.4960836351932403,0.6259902389923001,0.2794372574509992,-1.0700821469501203,-0.6249661868276399,-0.10096418075795353,AlZr,0,Zr,Al,0.65613
-0.3879348138200115,0.7596889231625489,0.24175949351320491,1.0987706763589706,-0.11882438805335847,-0.6792135796444139,AuAu,0,Au,Au,0.0
-0.5024244101595177,0.7596889231625489,0.24175949351320491,1.0987706763589706,0.16104225362183242,-1.2574629785308742,AuAg,0,Ag,Au,0.0348
-1.218778211692295,0.7596889231625489,0.24175949351320491,1.0987706763589706,0.8696407719058266,-1.2574629785308742,AuCd,0,Cd,Au,-0.0552
1.354755608239654,0.7596889231625489,0.24175949351320491,-0.2567623382092111,-0.6785576714037402,1.055534617014967,AuMo,0,Mo,Au,1.0278
1.1915184886423544,0.7596889231625489,0.24175949351320491,-0.5278689411228475,-0.5296924364701281,0.47728521812850677,AuNb,0,Nb,Au,0.978
0.16072079932431452,0.7596889231625489,0.24175949351320491,1.0987706763589706,-0.2617350135896261,-0.10096418075795353,AuPd,0,Pd,Au,0.4194
0.6179524443379592,0.7596889231625489,0.24175949351320491,0.556557470531698,-0.47610095189402774,1.055534617014967,AuRh,0,Rh,Au,0.7576
1.0316355558654136,0.7596889231625489,0.24175949351320491,0.2854508676180616,-0.5832839210462285,2.2120334147878875,AuRu,0,Ru,Au,0.9326
0.8337384994562504,0.7596889231625489,0.24175949351320491,-0.2567623382092111,-0.48801017068871666,1.6337840159014274,AuTc,0,Tc,Au,1.0052
0.12824108454582542,0.7596889231625489,0.24175949351320491,-1.3411887498637567,-0.29150806057634854,-0.6792135796444139,AuY,0,Y,Au,0.0704
0.4960836351932403,0.7596889231625489,0.24175949351320491,-1.0700821469501203,-0.6249661868276399,-0.10096418075795353,AuZr,0,Zr,Au,0.6971
-0.63651364152678,1.1205924008522716,3.246454145524182,-1.6122953527773929,0.3634989731315451,-1.2574629785308742,CaCa,0,Ca,Ca,0.0
-0.5024244101595177,1.1205924008522716,3.246454145524182,1.0987706763589706,0.16104225362183242,-1.2574629785308742,CaAg,0,Ag,Ca,-0.11076
-1.218778211692295,1.1205924008522716,3.246454145524182,1.0987706763589706,0.8696407719058266,-1.2574629785308742,CaCd,0,Cd,Ca,-0.03195
1.1915184886423544,1.1205924008522716,3.246454145524182,-0.5278689411228475,-0.5296924364701281,0.47728521812850677,CaNb,0,Nb,Ca,0.848
0.12824108454582542,1.1205924008522716,3.246454145524182,-1.3411887498637567,-0.29150806057634854,-0.6792135796444139,CaY,0,Y,Ca,0.29815
0.4960836351932403,1.1205924008522716,3.246454145524182,-1.0700821469501203,-0.6249661868276399,-0.10096418075795353,CaZr,0,Zr,Ca,0.63619
-0.36508161669629996,0.6280858115834193,-1.040399887672627,1.0987706763589706,0.01813162808556478,-1.2574629785308742,CuCu,0,Cu,Cu,0.0
-0.5024244101595177,0.6280858115834193,-1.040399887672627,1.0987706763589706,0.16104225362183242,-1.2574629785308742,CuAg,0,Ag,Cu,-0.1328
-0.8394755210749294,0.6280858115834193,-1.040399887672627,-1.6122953527773929,0.4111358483103011,-0.6792135796444139,CuAl,0,Al,Cu,-0.05359
-0.3879348138200115,0.6280858115834193,-1.040399887672627,1.0987706763589706,-0.11882438805335847,-0.6792135796444139,CuAu,0,Au,Cu,-0.10813
-1.274480083584603,0.6280858115834193,-1.040399887672627,1.0987706763589706,-0.16646126323211433,0.47728521812850677,CuBi,0,Bi,Cu,-0.44205
-1.218778211692295,0.6280858115834193,-1.040399887672627,1.0987706763589706,0.8696407719058266,-1.2574629785308742,CuCd,0,Cd,Cu,-0.18004
0.09358114773396184,0.6280858115834193,-1.040399887672627,0.2854508676180616,-0.1902797008214923,-0.6792135796444139,CuCo,0,Co,Cu,0.39165
0.5542228837485558,0.6280858115834193,-1.040399887672627,-0.2567623382092111,-0.6726030620063957,1.055534617014967,CuCr,0,Cr,Cu,0.07129
0.1416578338277306,0.6280858115834193,-1.040399887672627,0.014344264704425234,-0.2617350135896261,1.055534617014967,CuFe,0,Fe,Cu,0.39712
-1.5444809889984659,0.6280858115834193,-1.040399887672627,1.0987706763589706,0.20867912880058834,-0.6792135796444139,CuGa,0,Ga,Cu,-0.1059
-0.5287324198282266,0.6280858115834193,-1.040399887672627,1.0987706763589706,-0.6249661868276399,-0.10096418075795353,CuGe,0,Ge,Cu,-0.17374
0.9187112475756122,0.6280858115834193,-1.040399887672627,-1.0700821469501203,-0.613056968032951,-0.10096418075795353,CuHf,0,Hf,Cu,-0.15578
-1.6211688927908632,0.6280858115834193,-1.040399887672627,1.0987706763589706,1.9533796822225236,-1.2574629785308742,CuHg,0,Hg,Cu,-0.22938
-1.402665946108025,0.6280858115834193,-1.040399887672627,1.0987706763589706,0.9470506940713049,-0.6792135796444139,CuIn,0,In,Cu,-0.20489
1.1792198009670782,0.6280858115834193,-1.040399887672627,0.2854508676180616,-0.5832839210462285,-0.6792135796444139,CuIr,0,Ir,Cu,0.59565
-0.8511816350384425,0.6280858115834193,-1.040399887672627,-1.6122953527773929,0.5123642080651573,-1.2574629785308742,CuMg,0,Mg,Cu,-0.09191
-0.1848164053668681,0.6280858115834193,-1.040399887672627,-0.2567623382092111,0.3277713167474781,1.6337840159014274,CuMn,0,Mn,Cu,-0.04548
1.354755608239654,0.6280858115834193,-1.040399887672627,-0.2567623382092111,-0.6785576714037402,1.055534617014967,CuMo,0,Mo,Cu,0.15031
1.1915184886423544,0.6280858115834193,-1.040399887672627,-0.5278689411228475,-0.5296924364701281,0.47728521812850677,CuNb,0,Nb,Cu,-0.08554
0.04885864946078729,0.6280858115834193,-1.040399887672627,0.556557470531698,-0.16646126323211433,-0.6792135796444139,CuNi,0,Ni,Cu,0.27892
1.8131612190405184,0.6280858115834193,-1.040399887672627,0.014344264704425234,-0.6606938432117069,2.2120334147878875,CuOs,0,Os,Cu,0.64888
-1.211633793244809,0.6280858115834193,-1.040399887672627,1.0987706763589706,0.7505485839589369,-0.10096418075795353,CuPb,0,Pb,Cu,-0.38857
0.16072079932431452,0.6280858115834193,-1.040399887672627,1.0987706763589706,-0.2617350135896261,-0.10096418075795353,CuPd,0,Pd,Cu,0.13165
0.39925942584167823,0.6280858115834193,-1.040399887672627,0.8276640734453343,-0.44037329550996074,-0.10096418075795353,CuPt,0,Pt,Cu,0.34588
1.9842247758856348,0.6280858115834193,-1.040399887672627,-0.2567623382092111,-0.5951931398409175,1.6337840159014274,CuRe,0,Re,Cu,0.55486
0.6179524443379592,0.6280858115834193,-1.040399887672627,0.556557470531698,-0.47610095189402774,1.055534617014967,CuRh,0,Rh,Cu,0.38925
1.0316355558654136,0.6280858115834193,-1.040399887672627,0.2854508676180616,-0.5832839210462285,2.2120334147878875,CuRu,0,Ru,Cu,0.4278
-1.4489425507945979,0.6280858115834193,-1.040399887672627,-1.6122953527773929,3.203847655664866,1.055534617014967,CuS,0,S,Cu,-0.32154
-0.872670795561727,0.6280858115834193,-1.040399887672627,1.0987706763589706,-0.30937188876838206,0.47728521812850677,CuSb,0,Sb,Cu,-0.29198
0.1450120216483248,0.6280858115834193,-1.040399887672627,-1.3411887498637567,-0.3689179827418269,-0.6792135796444139,CuSc,0,Sc,Cu,-0.18267
0.003018088580747999,0.6280858115834193,-1.040399887672627,-1.6122953527773929,-0.809559078145319,-0.10096418075795353,CuSi,0,Si,Cu,-0.16598
-1.318442300605421,0.6280858115834193,-1.040399887672627,1.0987706763589706,0.3456351449395116,-0.10096418075795353,CuSn,0,Sn,Cu,-0.23379
1.795272219331154,0.6280858115834193,-1.040399887672627,-0.7989755440364839,-0.5892385304435729,0.47728521812850677,CuTa,0,Ta,Cu,0.00814
0.8337384994562504,0.6280858115834193,-1.040399887672627,-0.2567623382092111,-0.48801017068871666,1.6337840159014274,CuTc,0,Tc,Cu,0.34617
0.2870059547159016,0.6280858115834193,-1.040399887672627,-1.0700821469501203,-0.4522825143046498,-0.10096418075795353,CuTi,0,Ti,Cu,-0.04922
-1.2380312480020859,0.6280858115834193,-1.040399887672627,1.0987706763589706,0.816049287329726,-0.6792135796444139,CuTl,0,Tl,Cu,-0.31433
0.5575770705689141,0.6280858115834193,-1.040399887672627,-0.7989755440364839,-0.4641917330993387,0.47728521812850677,CuV,0,V,Cu,0.07567
2.2480875180979307,0.6280858115834193,-1.040399887672627,-0.5278689411228475,-0.6964214995957737,1.055534617014967,CuW,0,W,Cu,0.35754
-1.1086937819638218,0.6280858115834193,-1.040399887672627,1.0987706763589706,0.8339131155217596,-1.2574629785308742,CuZn,0,Zn,Cu,-0.08159
0.4960836351932403,0.6280858115834193,-1.040399887672627,-1.0700821469501203,-0.6249661868276399,-0.10096418075795353,CuZr,0,Zr,Cu,-0.21887
0.1416578338277306,-0.7046678829171591,-1.1330766040668536,0.014344264704425234,-0.2617350135896261,1.055534617014967,FeFe,0,Fe,Fe,0.0
-0.8394755210749294,-0.7046678829171591,-1.1330766040668536,-1.6122953527773929,0.4111358483103011,-0.6792135796444139,FeAl,0,Al,Fe,-0.14476
-0.6644652026974552,-0.7046678829171591,-1.1330766040668536,1.0987706763589706,-0.04736907528522456,0.47728521812850677,FeAs,0,As,Fe,-0.21379
-1.274480083584603,-0.7046678829171591,-1.1330766040668536,1.0987706763589706,-0.16646126323211433,0.47728521812850677,FeBi,0,Bi,Fe,-0.36814
0.09358114773396184,-0.7046678829171591,-1.1330766040668536,0.2854508676180616,-0.1902797008214923,-0.6792135796444139,FeCo,0,Co,Fe,0.04355
0.5542228837485558,-0.7046678829171591,-1.1330766040668536,-0.2567623382092111,-0.6726030620063957,1.055534617014967,FeCr,0,Cr,Fe,-0.09334
-1.5444809889984659,-0.7046678829171591,-1.1330766040668536,1.0987706763589706,0.20867912880058834,-0.6792135796444139,FeGa,0,Ga,Fe,-0.15887
-0.5287324198282266,-0.7046678829171591,-1.1330766040668536,1.0987706763589706,-0.6249661868276399,-0.10096418075795353,FeGe,0,Ge,Fe,-0.17353
1.1792198009670782,-0.7046678829171591,-1.1330766040668536,0.2854508676180616,-0.5832839210462285,-0.6792135796444139,FeIr,0,Ir,Fe,0.10354
1.354755608239654,-0.7046678829171591,-1.1330766040668536,-0.2567623382092111,-0.6785576714037402,1.055534617014967,FeMo,0,Mo,Fe,-0.13695
1.1915184886423544,-0.7046678829171591,-1.1330766040668536,-0.5278689411228475,-0.5296924364701281,0.47728521812850677,FeNb,0,Nb,Fe,-0.1805
0.04885864946078729,-0.7046678829171591,-1.1330766040668536,0.556557470531698,-0.16646126323211433,-0.6792135796444139,FeNi,0,Ni,Fe,-0.0796
-1.528392069696062,-0.7046678829171591,-1.1330766040668536,-1.6122953527773929,6.597975012151224,0.47728521812850677,FeP,0,P,Fe,-0.31504
-1.211633793244809,-0.7046678829171591,-1.1330766040668536,1.0987706763589706,0.7505485839589369,-0.10096418075795353,FePb,0,Pb,Fe,-0.37821
0.6179524443379592,-0.7046678829171591,-1.1330766040668536,0.556557470531698,-0.47610095189402774,1.055534617014967,FeRh,0,Rh,Fe,-0.03641
1.0316355558654136,-0.7046678829171591,-1.1330766040668536,0.2854508676180616,-0.5832839210462285,2.2120334147878875,FeRu,0,Ru,Fe,-0.0213
-0.872670795561727,-0.7046678829171591,-1.1330766040668536,1.0987706763589706,-0.30937188876838206,0.47728521812850677,FeSb,0,Sb,Fe,-0.24996
0.003018088580747999,-0.7046678829171591,-1.1330766040668536,-1.6122953527773929,-0.809559078145319,-0.10096418075795353,FeSi,0,Si,Fe,-0.20244
-1.318442300605421,-0.7046678829171591,-1.1330766040668536,1.0987706763589706,0.3456351449395116,-0.10096418075795353,FeSn,0,Sn,Fe,-0.29323
0.8337384994562504,-0.7046678829171591,-1.1330766040668536,-0.2567623382092111,-0.48801017068871666,1.6337840159014274,FeTc,0,Tc,Fe,-0.08915
0.2870059547159016,-0.7046678829171591,-1.1330766040668536,-1.0700821469501203,-0.4522825143046498,-0.10096418075795353,FeTi,0,Ti,Fe,-0.13961
0.5575770705689141,-0.7046678829171591,-1.1330766040668536,-0.7989755440364839,-0.4641917330993387,0.47728521812850677,FeV,0,V,Fe,-0.08294
2.2480875180979307,-0.7046678829171591,-1.1330766040668536,-0.5278689411228475,-0.6964214995957737,1.055534617014967,FeW,0,W,Fe,-0.09672
-1.1086937819638218,-0.7046678829171591,-1.1330766040668536,1.0987706763589706,0.8339131155217596,-1.2574629785308742,FeZn,0,Zn,Fe,-0.15948
-0.36508161669629996,-0.7046678829171591,-1.1330766040668536,1.0987706763589706,0.01813162808556478,-1.2574629785308742,FeCu,0,Cu,Fe,-0.19798
-0.1848164053668681,-0.7046678829171591,-1.1330766040668536,-0.2567623382092111,0.3277713167474781,1.6337840159014274,FeMn,0,Mn,Fe,-0.16716
-0.5024244101595177,-0.7046678829171591,-1.1330766040668536,1.0987706763589706,0.16104225362183242,-1.2574629785308742,FeAg,0,Ag,Fe,-0.27612
-0.3879348138200115,-0.7046678829171591,-1.1330766040668536,1.0987706763589706,-0.11882438805335847,-0.6792135796444139,FeAu,0,Au,Fe,-0.25088
-1.218778211692295,-0.7046678829171591,-1.1330766040668536,1.0987706763589706,0.8696407719058266,-1.2574629785308742,FeCd,0,Cd,Fe,-0.32909
0.9187112475756122,-0.7046678829171591,-1.1330766040668536,-1.0700821469501203,-0.613056968032951,-0.10096418075795353,FeHf,0,Hf,Fe,-0.27526
-1.6211688927908632,-0.7046678829171591,-1.1330766040668536,1.0987706763589706,1.9533796822225236,-1.2574629785308742,FeHg,0,Hg,Fe,-0.34562
-1.402665946108025,-0.7046678829171591,-1.1330766040668536,1.0987706763589706,0.9470506940713049,-0.6792135796444139,FeIn,0,In,Fe,-0.32382
1.8131612190405184,-0.7046678829171591,-1.1330766040668536,0.014344264704425234,-0.6606938432117069,2.2120334147878875,FeOs,0,Os,Fe,0.12598
0.16072079932431452,-0.7046678829171591,-1.1330766040668536,1.0987706763589706,-0.2617350135896261,-0.10096418075795353,FePd,0,Pd,Fe,-0.14447
0.39925942584167823,-0.7046678829171591,-1.1330766040668536,0.8276640734453343,-0.44037329550996074,-0.10096418075795353,FePt,0,Pt,Fe,-0.00302
0.1450120216483248,-0.7046678829171591,-1.1330766040668536,-1.3411887498637567,-0.3689179827418269,-0.6792135796444139,FeSc,0,Sc,Fe,-0.28547
1.795272219331154,-0.7046678829171591,-1.1330766040668536,-0.7989755440364839,-0.5892385304435729,0.47728521812850677,FeTa,0,Ta,Fe,-0.19922
-1.2380312480020859,-0.7046678829171591,-1.1330766040668536,1.0987706763589706,0.816049287329726,-0.6792135796444139,FeTl,0,Tl,Fe,-0.37171
0.4960836351932403,-0.7046678829171591,-1.1330766040668536,-1.0700821469501203,-0.6249661868276399,-0.10096418075795353,FeZr,0,Zr,Fe,-0.30511
1.9842247758856348,-0.7046678829171591,-1.1330766040668536,-0.2567623382092111,-0.5951931398409175,1.6337840159014274,FeRe,0,Re,Fe,0.06777
1.1792198009670782,-0.6879233953040078,-0.19507360897867185,0.2854508676180616,-0.5832839210462285,-0.6792135796444139,IrIr,0,Ir,Ir,0.0
-0.5024244101595177,-0.6879233953040078,-0.19507360897867185,1.0987706763589706,0.16104225362183242,-1.2574629785308742,IrAg,0,Ag,Ir,-0.0978
-1.218778211692295,-0.6879233953040078,-0.19507360897867185,1.0987706763589706,0.8696407719058266,-1.2574629785308742,IrCd,0,Cd,Ir,-0.12577
1.354755608239654,-0.6879233953040078,-0.19507360897867185,-0.2567623382092111,-0.6785576714037402,1.055534617014967,IrMo,0,Mo,Ir,0.38848
1.1915184886423544,-0.6879233953040078,-0.19507360897867185,-0.5278689411228475,-0.5296924364701281,0.47728521812850677,IrNb,0,Nb,Ir,0.16369
0.16072079932431452,-0.6879233953040078,-0.19507360897867185,1.0987706763589706,-0.2617350135896261,-0.10096418075795353,IrPd,0,Pd,Ir,-0.0767
0.6179524443379592,-0.6879233953040078,-0.19507360897867185,0.556557470531698,-0.47610095189402774,1.055534617014967,IrRh,0,Rh,Ir,-0.07101
1.0316355558654136,-0.6879233953040078,-0.19507360897867185,0.2854508676180616,-0.5832839210462285,2.2120334147878875,IrRu,0,Ru,Ir,0.194
0.8337384994562504,-0.6879233953040078,-0.19507360897867185,-0.2567623382092111,-0.48801017068871666,1.6337840159014274,IrTc,0,Tc,Ir,0.51986
0.12824108454582542,-0.6879233953040078,-0.19507360897867185,-1.3411887498637567,-0.29150806057634854,-0.6792135796444139,IrY,0,Y,Ir,-0.24058
0.4960836351932403,-0.6879233953040078,-0.19507360897867185,-1.0700821469501203,-0.6249661868276399,-0.10096418075795353,IrZr,0,Zr,Ir,0.02097
-0.8511816350384425,1.2393215153138404,1.3406349166019922,-1.6122953527773929,0.5123642080651573,-1.2574629785308742,MgMg,0,Mg,Mg,0.0
-0.5024244101595177,1.2393215153138404,1.3406349166019922,1.0987706763589706,0.16104225362183242,-1.2574629785308742,MgAg,0,Ag,Mg,0.05403
-0.8394755210749294,1.2393215153138404,1.3406349166019922,-1.6122953527773929,0.4111358483103011,-0.6792135796444139,MgAl,0,Al,Mg,0.06506
-0.3879348138200115,1.2393215153138404,1.3406349166019922,1.0987706763589706,-0.11882438805335847,-0.6792135796444139,MgAu,0,Au,Mg,0.12695
-0.13897584448682881,1.2393215153138404,1.3406349166019922,-1.6122953527773929,-0.29150806057634854,-1.2574629785308742,MgBe,0,Be,Mg,-0.02165
-1.274480083584603,1.2393215153138404,1.3406349166019922,1.0987706763589706,-0.16646126323211433,0.47728521812850677,MgBi,0,Bi,Mg,-0.16849
-0.63651364152678,1.2393215153138404,1.3406349166019922,-1.6122953527773929,0.3634989731315451,-1.2574629785308742,MgCa,0,Ca,Mg,-0.18541
-1.218778211692295,1.2393215153138404,1.3406349166019922,1.0987706763589706,0.8696407719058266,-1.2574629785308742,MgCd,0,Cd,Mg,-0.09292
-0.6857083902274135,1.2393215153138404,1.3406349166019922,-1.3411887498637567,-0.6547392338143624,-0.10096418075795353,MgCe,0,Ce,Mg,-0.2
0.09358114773396184,1.2393215153138404,1.3406349166019922,0.2854508676180616,-0.1902797008214923,-0.6792135796444139,MgCo,0,Co,Mg,0.57203
0.5542228837485558,1.2393215153138404,1.3406349166019922,-0.2567623382092111,-0.6726030620063957,1.055534617014967,MgCr,0,Cr,Mg,0.34033
-0.36508161669629996,1.2393215153138404,1.3406349166019922,1.0987706763589706,0.01813162808556478,-1.2574629785308742,MgCu,0,Cu,Mg,0.07701
